,value
tau_Katashi_max,204.0
tau_Katashi_mean,5.782608695652174
eta_Katashi,1.1958476038674326
Xi_Katashi,0.46616541353383456
nu_s,166.38839583657017
phi_integral,13.344941233923581
phi_max,0.27943462704115385
phi_star,0.16149959549667853
frac_Katashi,0.20748829953198128
frac_Nagare,0.0
frac_Utsuroi,0.7925117004680188
PR,0.8990914815651118
