date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c,sps
2021-02-04,0.4566603927473493,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260376,0.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-05,0.4621437982307547,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260376,0.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-08,0.44321412886630296,0.0,20.0,0.0,0.0,0,0.0,0.01607200257156863,0.0,1e-06,0.03871716593438601,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-09,0.4391373360938579,0.5,1.8181818181818181,0.0,0.0,0,0.0,0.17679202828716653,0.0,1e-06,0.5877058839380089,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-10,0.4352274295752556,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260376,0.0,1e-06,0.1198987318823046,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-11,0.41224480833176486,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260376,0.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-12,0.4108381956208043,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260376,0.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-16,0.3947455925716795,1.0,0.9523809523809523,3.9087622027174875e-11,0.9999999999599124,1,1.5669289531124144e-21,0.33751205400260376,1.0,1e-06,0.3086149790086915,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-17,0.3312334525378004,1.0,0.9523809523809523,1.646183189747755e-11,0.9999999999825382,1,2.8745337715675046e-22,0.33751205400260376,1.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-18,0.34942405420666295,1.0,0.9523809523809523,0.49802625098092135,0.8017074601123142,2,0.09875489023774897,0.33751205400260376,2.0,1e-06,0.14008927945393745,Utsuroi,1e-06,0.9803921568627452,1.0,0
2021-02-19,0.35128364389233957,1.0,0.9523809523809523,2.7604252216963903e-11,0.9999999999713958,1,7.895983820324579e-22,0.33751205400260376,1.0,1e-06,0.5296906947966346,Utsuroi,1e-06,0.9803921568627452,1.0,0
