,value
tau_Katashi_max,5.0
tau_Katashi_mean,1.5789473684210527
eta_Katashi,0.32345626178202685
Xi_Katashi,0.5777777777777777
nu_s,2.7991407269550037
phi_integral,37.255182383921294
phi_max,0.5876273675572794
phi_star,0.08114555617702018
frac_Katashi,0.0605245460659045
frac_Nagare,0.5023537323470074
frac_Utsuroi,0.4371217215870881
