date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c
2017-02-03,0.21668391994478953,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-06,0.19087615283267453,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-07,0.19570393374741202,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-08,0.20574691009473622,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-09,0.21131971892841458,1.0,0.9523809523809523,3.543132454031674e-11,0.9999999999635687,1,1.290809299443218e-21,0.33751205400260365,0.5,1e-06,0.971318642362485,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-10,0.21680312441182006,1.5,0.6451612903225806,3.6341596398173325e-11,0.9999999999626584,1,1.3570524212525926e-21,0.49823207971788014,0.5,1e-06,0.4888529231581008,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-13,0.22571365832235404,2.0,0.48780487804878053,2.3931967518509572e-11,0.999999999975068,1,5.966705074166455e-22,0.6589521054329958,0.5,1e-06,0.2515477390733426,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-14,0.21641570989397083,3.0,0.3278688524590164,3.0523472637825525e-11,0.9999999999684765,1,9.62205179293341e-22,0.9803921568627451,0.5,1e-06,0.10805136850010344,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-15,0.21900840705188532,3.0,0.3278688524590164,4.5313419682096415e-11,0.9999999999536866,1,2.0986184206056856e-21,0.9803921568627451,0.5,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-16,0.217220340046427,3.0,0.3278688524590164,5.009204162445528e-11,0.999999999948908,1,2.559303567673845e-21,0.9803921568627451,0.5,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-17,0.21093230441056524,2.0,0.48780487804878053,3.566524853159671e-11,0.9999999999633348,1,1.3076744123994671e-21,0.6589521054329958,0.5,1e-06,0.20654410849339055,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-21,0.17037298450341926,3.0,0.3278688524590164,9.742706640962486e-11,0.999999999901573,1,9.589458180812665e-21,0.9803921568627451,0.5,1e-06,0.10805136850010344,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-22,0.18020735303344007,1.5,0.6451612903225806,2.52850962357808e-10,0.9999999997461491,1,6.418645454227601e-20,0.49823207971788014,0.5,1e-06,0.33173449902452257,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-23,0.1678994918125353,3.0,0.3278688524590164,1.318061215638902e-10,0.9999999998671939,1,1.7504656888663057e-20,0.9803921568627451,0.5,1e-06,0.11857740604488431,Katashi,0.22383243076382525,0.9803921568627451,2.0
2017-02-24,0.18575036075036078,1.0,0.9523809523809523,0.19342952308166617,0.9517165785360074,2,0.009339439186531165,0.33751205400260365,1.0,1e-06,0.7367344388209516,Utsuroi,0.22383243076382525,0.9803921568627451,2.0
2017-02-27,0.17478354978354982,3.0,0.3278688524590164,0.6418495153394077,0.6587676367164292,2,0.2190198269916806,0.9803921568627451,1.0,1e-06,0.104484429717971,Katashi,0.22383243076382525,0.9803921568627451,2.0
