date,mean_corr,curv_summary,eta,entropy,dominance,h1_count,v_raw,Oh,phi,phi_c,eta_ref,Xi_c,Oh_pre
2006-02-03,0.20195591160452137,3.0,0.3278688524590164,7.070044549549201e-11,0.9999999999282996,1,5.069251874922759e-21,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-06,0.1813425046626628,2.0,0.48780487804878053,1.2912115820899223e-11,0.9999999999860879,1,1.7963456515624595e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-07,0.2273283370121315,2.0,0.48780487804878053,0.19851524335632428,0.9499999999852414,2,0.009925762170746016,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-08,0.21394029922811328,1.5,0.6451612903225806,2.1186719045583622e-11,0.9999999999778133,1,4.700633142806144e-22,0.37521181312124796,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-09,0.1964330156528812,2.0,0.48780487804878053,2.7237656574243097e-11,0.9999999999717624,1,7.691269896976814e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-10,0.1935315141740906,1.0,0.9523809523809523,1.5348056159192424e-11,0.999999999983652,1,2.5091054450155743e-22,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-13,0.1999765195057902,0.0,20.0,3.4840019757422743e-11,0.99999999996416,1,1.2486662257562226e-21,0.012103606874897123,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-14,0.2062110163077737,1.5,0.6451612903225806,5.724010154581113e-11,0.9999999999417599,1,3.3336680603681226e-21,0.37521181312124796,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-15,0.20662584408165285,1.0,0.9523809523809523,1.4530820990778871e-11,0.9999999999844692,1,2.2567525821182884e-22,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-16,0.24619499548073132,1.0,0.9523809523809523,2.230260420760899e-11,0.9999999999766974,1,5.19708265282943e-22,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-17,0.23623135244488397,2.0,0.48780487804878053,1.4535150860574841e-11,0.9999999999844649,1,2.258054398594518e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-21,0.23604571977314698,2.0,0.48780487804878053,2.2900126239448145e-11,0.9999999999760999,1,5.473154014384552e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-22,0.2628228995258765,2.0,0.48780487804878053,2.4191981750870266e-11,0.999999999974808,1,6.094434276247253e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-23,0.2717238064487227,2.0,0.48780487804878053,0.3730110452871197,0.8769230769105018,2,0.04590905173233618,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-24,0.2783881764989342,2.0,0.48780487804878053,0.3392566118676436,0.8934426229439937,2,0.03615029470952369,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-27,0.26652905181753767,2.0,0.48780487804878053,0.3214659624906277,0.9016393442485171,2,0.031619602872359744,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-02-28,0.2547584007677667,1.0,0.9523809523809523,0.31304108587863355,0.9054054053940014,2,0.02961199461371094,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-01,0.23005645974019392,3.0,0.3278688524590164,1.7276624575235396e-11,0.9999999999817234,1,3.157579991030863e-22,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-02,0.24145222298716854,3.0,0.3278688524590164,0.18811292743017807,0.9534883720723529,2,0.008749438489012917,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-03,0.2639357830548251,2.0,0.48780487804878053,0.6210863745642834,0.6874999999799729,2,0.19408949206377712,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-06,0.3140132921685963,2.5,0.3921568627450981,3.097018196968334e-10,0.9999999996892982,1,9.622491210703823e-20,0.6172839506182098,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-07,0.3104246873021577,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-08,0.3315238779665657,2.5,0.3921568627450981,3.007016857688526e-11,0.9999999999689299,1,9.342845416298289e-22,0.6172839506182098,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-09,0.32414403778040146,1.0,0.9523809523809523,3.485012278694648e-11,0.9999999999641499,1,1.2493804101299078e-21,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-10,0.29403949147032155,3.0,0.3278688524590164,2.1734281041316455e-11,0.9999999999772657,1,4.941127726301679e-22,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-13,0.2902845507588591,2.0,0.48780487804878053,1.1596057447526006e-11,0.999999999987404,1,1.4606434925002609e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-14,0.35823109696627475,3.0,0.3278688524590164,6.767586491177899e-12,0.9999999999922324,1,5.256766369629801e-23,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-15,0.3535658675974882,2.5,0.3921568627450981,0.5690978751396587,0.7437499999956669,2,0.14583133050700348,0.6172839506182098,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-16,0.3506251750833408,2.0,0.48780487804878053,0.23764761720570637,0.9473784777262025,3,0.012505379382104971,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-17,0.3662208181375352,2.0,0.48780487804878053,0.27077215749132993,0.9232447431001581,2,0.02078318650957147,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-20,0.36131354746676897,2.0,0.48780487804878053,0.27126006839573774,0.9230484708770068,2,0.020873877053059736,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-21,0.3618660207009836,2.0,0.48780487804878053,0.20084905560162236,0.9492051355849492,2,0.010202100547175401,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-22,0.386583117290634,2.0,0.48780487804878053,0.15419880905598693,0.9642484777583683,2,0.005512842151598235,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-23,0.39908409791685184,2.0,0.48780487804878053,3.4898750555971374e-12,0.9999999999955101,1,1.5669025757270453e-23,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-24,0.3967616992794267,2.0,0.48780487804878053,3.4898750555971374e-12,0.9999999999955101,1,1.5669025757270453e-23,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-27,0.3763514496315841,2.0,0.48780487804878053,4.1784353754663314e-12,0.9999999999948216,1,2.1637665128290806e-23,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-28,0.40475334941738106,2.0,0.48780487804878053,3.804734305379369e-12,0.9999999999951953,1,1.8280653272684572e-23,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-29,0.424747189569324,3.0,0.3278688524590164,4.937050768188484e-12,0.999999999994063,1,2.931141183988821e-23,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-30,0.4515519394966036,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-03-31,0.45576202453672815,3.0,0.3278688524590164,2.0676904632686934e-11,0.9999999999783231,1,4.482108324180677e-22,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-03,0.4552581147442808,3.0,0.3278688524590164,1.564470775136737e-11,0.9999999999833553,1,2.6040124229137473e-22,0.7383200193665095,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-04,0.4328260014030766,2.0,0.48780487804878053,1.155132656126397e-10,0.9999999998834868,1,1.3458825243540766e-20,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-05,0.40051075406806635,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-06,0.41866776175076575,2.0,0.48780487804878053,8.373690629422583e-11,0.9999999999152631,1,7.095604529918366e-21,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-07,0.4952945605119519,1.0,0.9523809523809523,1.3215795124034712e-10,0.9999999998668421,1,1.759787910489669e-20,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-10,0.4874920863063155,2.0,0.48780487804878053,0.6536853366410118,0.6395348837139992,2,0.23563076088675586,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-11,0.4922385914480776,2.5,0.3921568627450981,1.5947354547875106e-11,0.9999999999830527,1,2.702651188428761e-22,0.6172839506182098,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-12,0.48503755796245923,2.0,0.48780487804878053,2.230260420760899e-11,0.9999999999766974,1,5.19708265282943e-22,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-13,0.436158308095067,2.0,0.48780487804878053,0.5146531654388342,0.7894736841911614,2,0.10834803483919449,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-17,0.4164082952620502,1.0,0.9523809523809523,0.6790044388599339,0.5838926174460118,2,0.2825387597965466,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-18,0.47986841880122516,1.0,0.9523809523809523,0.6805270770968053,0.5792682926796342,2,0.2863193190246771,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-19,0.47804784148657675,1.0,0.9523809523809523,0.9926948925768072,0.5344827586163944,3,0.46211658792795,0.2541757443725854,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
2006-04-20,0.4705542152182469,2.0,0.48780487804878053,1.0942338573330763,0.3612903225784725,3,0.6988977540409229,0.49624788186978946,1e-06,1e-06,0.2978526899099516,1.2304294620130267,0.9803921568627452
