,value
tau_Katashi_max,35.0
tau_Katashi_mean,4.235294117647059
eta_Katashi,0.3039083586034884
Xi_Katashi,0.3680555555555556
nu_s,12.253585018892654
phi_integral,26.015511184807327
phi_max,0.5267231218822709
phi_star,0.11185853494263855
frac_Katashi,0.06990291262135923
frac_Nagare,0.612621359223301
frac_Utsuroi,0.3174757281553398
PR,0.8222405379502821
