date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c,sps
2010-07-16,0.41059978668674324,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260365,0.0,0.004239224974855073,0.0363034839544506,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-19,0.3957945918815484,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260365,0.0,0.004112048225609421,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-20,0.3765073091160048,2.0,0.48780487804878053,6.886154977190616e-10,0.9999999993103845,1,4.748799041269727e-19,0.6589521054329958,1.0,0.003988686778841138,0.059941941499105256,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-21,0.38518539431582915,2.0,0.48780487804878053,1.417355122145998e-11,0.9999999999848265,1,2.1506279190710097e-22,0.6589521054329958,1.0,0.003869026175475904,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-22,0.4069521299956084,1.0,0.9523809523809523,0.5813385507227234,0.7319212429708817,2,0.15584451609085676,0.33751205400260365,2.0,0.003752955390211627,0.3815602007054245,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-23,0.40316142794403664,1.0,0.9523809523809523,4.227640459837034e-11,0.9999999999567236,1,1.8295698551762563e-21,0.33751205400260365,1.0,0.003640366728505278,0.6746375955911998,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-26,0.40299454169019394,1.0,0.9523809523809523,2.1493196109445745e-10,0.9999999997840681,1,4.6410675111349803e-20,0.33751205400260365,1.0,0.0035311557266501196,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-27,0.37049940397766484,1.0,0.9523809523809523,2.7481350528141404e-11,0.9999999999715187,1,7.827053694551069e-22,0.33751205400260365,1.0,0.003425221054850616,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-28,0.3862820754125102,1.0,0.9523809523809523,1.297040252893419e-10,0.999999999869296,1,1.6952835333379275e-20,0.33751205400260365,1.0,0.003322464423205097,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-29,0.3975111362067884,3.0,0.3278688524590164,1.8685608615760437e-11,0.9999999999803144,1,3.678371646029482e-22,0.9803921568627451,1.0,0.003222790490508944,0.05066498985299772,Katashi,0.1440877496741687,0.9803921568627451,1.0,0
2010-07-30,0.379368216324738,1.5,0.6451612903225806,0.17449188768592866,0.9579223008783933,2,0.0073422171492097035,0.49823207971788014,2.0,0.0031261067757936754,0.9025300980028839,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-02,0.3824913733609387,1.5,0.6451612903225806,0.29958170689544894,0.9112733963571908,2,0.026580867366348723,0.49823207971788014,2.0,0.0030323235725198652,0.8808930646785049,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-03,0.38935755066189864,2.0,0.48780487804878053,7.967870807264913e-11,0.9999999999193213,1,6.428373465828288e-21,0.6589521054329958,1.0,0.002941353865344269,0.9673614013733776,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-04,0.391598594642073,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,0.002853113249383941,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-05,0.37939205721814423,1.0,0.9523809523809523,1.2236633927592145e-10,0.9999999998766337,1,1.509588462104303e-20,0.33751205400260365,1.0,0.0027675198519024227,0.9542383268331593,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-06,0.352666415709894,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,0.00268449425634535,0.2879494845213987,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-09,0.3473975782671434,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260365,0.0,0.0026039594286549894,0.04162214938380637,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-10,0.372478198130372,1.0,0.9523809523809523,9.556389012988058e-11,0.9999999999034361,1,9.228018873293634e-21,0.33751205400260365,1.0,0.0025258406457953396,0.3287748368241815,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-11,0.3846847355543008,2.0,0.48780487804878053,1.511168967622593e-10,0.9999999998478831,1,2.298743004260021e-20,0.6589521054329958,1.0,0.0024500654264214793,0.10565837594951011,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-12,0.35078298513081124,1.0,0.9523809523809523,6.30772767152005e-10,0.9999999993682273,1,3.9850504271985285e-19,0.33751205400260365,1.0,0.002376563463628835,0.2895990451244447,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-13,0.34713532843967626,2.5,0.3921568627450981,0.0,0.0,0,0.0,0.8196721311479507,0.0,0.00230526655971997,0.16437344978885793,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-16,0.3633232950624255,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,0.0022361085629283707,0.004172324468423305,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-17,0.32629838760273555,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,0.0021690253060405195,0.0016215879566234825,Katashi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-18,0.3284440680092855,1.0,0.9523809523809523,7.285982927823077e-11,0.9999999999261402,1,5.381412940145112e-21,0.33751205400260365,1.0,0.002103954546859304,0.6465275863618158,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-19,0.35412071020766683,2.0,0.48780487804878053,8.49311732017132e-11,0.9999999999140688,1,7.298233476111006e-21,0.6589521054329958,1.0,0.0020408359104535246,0.10565837594951011,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-20,0.3384334023464458,1.0,0.9523809523809523,8.515232962819949e-11,0.9999999999138477,1,7.336069687337703e-21,0.33751205400260365,1.0,0.0019796108331399187,0.2895990451244447,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-23,0.3009972605188716,1.0,0.9523809523809523,4.616196313018859e-10,0.9999999995373804,1,2.1355429347216763e-19,0.33751205400260365,1.0,0.001920222508145721,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-24,0.31596951665579104,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.33751205400260365,0.0,0.0018626158329013494,1.0,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-25,0.3155637231693002,2.0,0.48780487804878053,5.804856595229576e-11,0.9999999999409515,1,3.427683291037367e-21,0.6589521054329958,1.0,0.001806737357914309,0.059941941499105256,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-26,0.3272468450744095,1.0,0.9523809523809523,4.317177725484377e-10,0.9999999995672822,1,1.8681194339681152e-19,0.33751205400260365,1.0,0.0017525352371768796,0.2895990451244447,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-27,0.31384699703241364,1.5,0.6451612903225806,0.0,0.0,0,0.0,0.49823207971788014,0.0,0.0016999591800615733,0.54913285094363,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-30,0.3264552001450788,2.0,0.48780487804878053,6.987044276234141e-11,0.9999999999291296,1,4.95174766908902e-21,0.6589521054329958,1.0,0.001648960404659726,0.20826907007045747,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
2010-08-31,0.35611385064604395,1.0,0.9523809523809523,1.480686684263075e-10,0.9999999998509314,1,2.2072395964077535e-20,0.33751205400260365,1.0,0.0015994915925199341,0.2895990451244447,Utsuroi,0.1440877496741687,0.9803921568627451,1.0,0
