date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c,sps
2017-02-03,0.21757795344751873,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-06,0.19188939080243428,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-07,0.19674697283392936,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-08,0.20649193801367716,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-09,0.21206474684735557,1.5,0.6451612903225806,2.543687482835032e-11,0.9999999999735631,1,6.72470913162963e-22,0.49823207971788014,1.0,1e-06,0.9079437535978926,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-10,0.21754815233076108,1.5,0.6451612903225806,2.973066237596538e-11,0.9999999999692694,1,9.136422900102402e-22,0.49823207971788014,1.0,1e-06,1.0,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-13,0.225713658322354,2.0,0.48780487804878053,2.3931967518509572e-11,0.999999999975068,1,5.966705074166455e-22,0.6589521054329958,1.0,1e-06,0.2516757508771472,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-14,0.2164157098939708,3.0,0.3278688524590164,3.0523472637825525e-11,0.9999999999684765,1,9.62205179293341e-22,0.9803921568627451,1.0,1e-06,0.10822262986632147,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-15,0.21900840705188532,3.0,0.3278688524590164,4.5313419682096415e-11,0.9999999999536866,1,2.0986184206056856e-21,0.9803921568627451,1.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-16,0.21722034004642704,3.0,0.3278688524590164,5.009204162445528e-11,0.999999999948908,1,2.559303567673845e-21,0.9803921568627451,1.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-17,0.2109323044105653,2.0,0.48780487804878053,3.566524853159671e-11,0.9999999999633348,1,1.3076744123994671e-21,0.6589521054329958,1.0,1e-06,0.20680624185540064,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-21,0.17037298450341928,3.0,0.3278688524590164,9.742706640962486e-11,0.999999999901573,1,9.589458180812665e-21,0.9803921568627451,1.0,1e-06,0.10822262986632147,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-22,0.18020735303344004,1.5,0.6451612903225806,2.52850962357808e-10,0.9999999997461491,1,6.418645454227601e-20,0.49823207971788014,1.0,1e-06,0.3319425624018385,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-23,0.16789949181253527,3.0,0.3278688524590164,1.318061215638902e-10,0.9999999998671939,1,1.7504656888663057e-20,0.9803921568627451,1.0,1e-06,0.11871846951261644,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-24,0.1857503607503608,1.0,0.9523809523809523,0.19342952308166617,0.9517165785360074,2,0.009339439186531165,0.33751205400260365,2.0,1e-06,0.7342742206194494,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-27,0.17478354978354982,3.0,0.3278688524590164,0.6418495153394077,0.6587676367164292,2,0.2190198269916806,0.9803921568627451,2.0,1e-06,0.08767105380550666,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-02-28,0.17540937323546021,3.0,0.3278688524590164,0.6252390935908976,0.682148848184356,2,0.19873296605803606,0.9803921568627451,2.0,1e-06,0.20046088553984698,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-01,0.19486950247819815,2.0,0.48780487804878053,4.061939673418763e-11,0.9999999999583806,1,1.6905538892477537e-21,0.6589521054329958,1.0,1e-06,0.7322563319870781,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-02,0.2334023464458247,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,1.0,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-03,0.2567632024031657,1.0,0.9523809523809523,2.0567381129406453e-10,0.9999999997933262,1,4.250738591805452e-20,0.33751205400260365,1.0,1e-06,0.6711224784754573,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-06,0.32954069439472267,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,0.47922710723530926,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-07,0.3719645242651722,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,1.0,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-08,0.36922267001376385,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,0.02787989920962819,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-09,0.3794158303536968,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-10,0.3780000710861654,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-13,0.38200786255234825,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-14,0.4175329822009774,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-15,0.4517766706634397,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-16,0.44486135539905347,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,1.0,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-17,0.43457838768296636,2.5,0.3921568627450981,0.0,0.0,0,0.0,0.8196721311479507,0.0,1e-06,0.03105504379294788,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-20,0.4207346957552959,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,0.07029747979917034,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-21,0.403867415180178,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.9803921568627451,0.0,1e-06,0.02787989920962819,Katashi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-22,0.4001864932712727,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,0.06061307817552419,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-23,0.3748670734947113,1.5,0.6451612903225806,0.0,0.0,0,0.0,0.49823207971788014,0.0,1e-06,0.19058881029437202,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-24,0.368056908068166,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,0.11375246502888126,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-27,0.38085791985245077,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.6589521054329958,0.0,1e-06,1.0,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
2017-03-28,0.36774594492536766,2.5,0.3921568627450981,0.0,0.0,0,0.0,0.8196721311479507,0.0,1e-06,0.046017407802221966,Utsuroi,0.22383243076382525,0.9803921568627451,1.0,0
