,value
tau_Katashi_max,19.0
tau_Katashi_mean,2.9908256880733943
eta_Katashi,0.32708888936805897
Xi_Katashi,0.24233128834355827
nu_s,5.002440940112981
phi_integral,21.43000832681394
phi_max,0.2454136748049517
phi_star,0.08105597039416364
frac_Katashi,0.44596443228454175
frac_Nagare,0.0
frac_Utsuroi,0.5540355677154583
PR,0.9806110168421621
