,value
tau_Katashi_max,20.0
tau_Katashi_mean,2.0
eta_Katashi,0.5796199051657983
Xi_Katashi,0.42
nu_s,27.6009478649723
phi_integral,24.12737487703892
phi_max,0.2939591882688758
phi_star,0.2341977907862332
frac_Katashi,0.06724949562878278
frac_Nagare,0.0
frac_Utsuroi,0.9327505043712172
