rscore,rscore_std,rscore_max,omega,omega_std,eta,eta_std,eta_max,xi,xi_std,delta,delta_std,delta_max
0.07084207025842848,0.01670685023741224,0.11437003828833645,0.33708658713452966,0.14155235876497577,0.6629134128654705,0.14155235876497574,0.9945755997517584,0.033004756438925524,0.015856978498546722,0.6629134128429509,0.14155235876428238,0.9945755997247999
0.05059383737061719,0.012592676755987884,0.07795201722565773,0.3130240084230951,0.1321165854879037,0.6869759915769049,0.1321165854879037,0.9941729083344325,0.021055927461956732,0.008900939241611857,0.6869759915457452,0.1321165854872811,0.9941729082992565
0.10026516466575408,0.029478314347170943,0.17698836044778085,0.3261138037318536,0.13397494152508357,0.6738861962681464,0.1339749415250836,0.9663615081132089,0.04463839313700388,0.017872838733104135,0.6738861962531457,0.13397494152432743,0.9663615080930122
0.053560037789154136,0.013114470508213155,0.08463071472702761,0.310578022430845,0.13141183213689211,0.689421977569155,0.13141183213689211,0.9954961907786657,0.022222007281144072,0.009217780896825142,0.6894219775399079,0.131411832136258,0.9954961907453347
0.07838025409194992,0.02089726667411666,0.13073989491103385,0.3513341423472671,0.14858403700918574,0.6486658576527329,0.14858403700918574,0.9812773864230759,0.036100631004156086,0.013919503800951926,0.6486658576325761,0.14858403700844924,0.9812773863979842
0.09219049434441946,0.024700837274472667,0.15210330535882582,0.33997324927426253,0.14019424570067754,0.6600267507257375,0.14019424570067754,0.978110492521699,0.042014892084599645,0.016799300824980268,0.6600267507092892,0.1401942456999228,0.978110492500261
0.06766165703424445,0.01792975689794988,0.11425988454701969,0.3298238562940613,0.14911603362022735,0.6701761437059386,0.14911603362022738,0.9826170660382979,0.031275386792121246,0.01605867885052594,0.6701761436840943,0.14911603361959933,0.9826170660119576
0.05924830358378777,0.013239396918862324,0.08922192812250965,0.335699316965963,0.14916543186188413,0.664300683034037,0.14916543186188413,0.9711380711628379,0.024775280347192695,0.01257567000211578,0.6643006830073316,0.14916543186188846,0.9711380711361638
0.06944366022994623,0.017484283288260048,0.11334829012403319,0.3438538752512674,0.149947636030074,0.6561461247487326,0.14994763603007402,0.9809640944932665,0.029342454164326237,0.012979324784138515,0.6561461247250241,0.14994763602940991,0.9809640944649591
0.06123509706567711,0.01464851260325525,0.09802974756648172,0.3260378581817036,0.13072046697629858,0.6739621418182964,0.1307204669762986,0.9889981580026574,0.027502001068682586,0.011326739811227756,0.6739621417932723,0.1307204669756004,0.9889981579732879
0.06321538317030062,0.015936045043049116,0.10529435924986773,0.32646269251511084,0.12903582398278945,0.6735373074848892,0.12903582398278945,0.994006997217365,0.029458930661723344,0.01240657665966342,0.6735373074605289,0.12903582398206817,0.9940069971886484
0.05417880767827546,0.01134061590652046,0.08147629847898841,0.32069359737809455,0.13189000823621935,0.6793064026219053,0.13189000823621932,0.9888262783106637,0.024714283466304793,0.011985412254206147,0.6793064025941074,0.1318900082355703,0.9888262782787172
0.10492716096584885,0.03041322815344058,0.18790897454344688,0.38124956005441063,0.1524565162023667,0.6187504399455894,0.1524565162023667,0.9652350426464669,0.057936284338753016,0.02270921259022275,0.6187504399311233,0.15245651620153072,0.9652350426264833
0.06409983841786715,0.015253189851182307,0.10119328972840798,0.34260268871397026,0.14802242027181836,0.6573973112860297,0.1480224202718184,0.9671226728012997,0.028191754194199323,0.013926990571020809,0.6573973112613389,0.1480224202712153,0.9671226727722858
0.0657291536221668,0.016457723138815356,0.10828232141024127,0.33586278352411325,0.13788447530736592,0.6641372164758867,0.13788447530736592,0.9910424771347967,0.032258975945179486,0.013973739524078266,0.6641372164530294,0.1378844753066641,0.9910424771074988
0.045840996210728104,0.011378848931136448,0.0720463021478803,0.3107450417151119,0.15198271745190142,0.689254958284888,0.15198271745190142,0.9911056088185177,0.01705737252216439,0.00945986657987525,0.6892549582487302,0.15198271745139358,0.9911056087785245
0.04873658666832513,0.011253392791504863,0.07407667487530441,0.29827154995419186,0.12994594620086827,0.7017284500458082,0.12994594620086827,0.9952871683608256,0.017885311029372568,0.00883140963053071,0.701728450011043,0.1299459462002847,0.9952871683221858
0.05395407232003932,0.012659715041493526,0.08295803308157551,0.3259427654343139,0.1372313292723707,0.6740572345656861,0.13723132927237067,0.9662415322575851,0.02149033644477681,0.010236721844691396,0.674057234534319,0.13723132927237208,0.9662415322262279
0.06733529401136781,0.01472046821878697,0.09465274870887462,0.346335542073506,0.15753681068765735,0.6536644579264941,0.15753681068765735,0.9967900070301244,0.03175928445880614,0.014103826023859714,0.6536644579026338,0.15753681068702374,0.9967900070019007
0.05132074136291291,0.012462901568756967,0.07733558624769082,0.30151014813047394,0.14756758973224354,0.6984898518695261,0.14756758973224351,0.9912429512838845,0.01927070661760177,0.01109185681606179,0.6984898518382088,0.14756758973171458,0.9912429512485679
0.08183177146551254,0.021963854364670337,0.13650670005815022,0.35816960557169647,0.14505627568003418,0.6418303944283035,0.14505627568003418,0.99048491604885,0.041654418501522565,0.016360814525311233,0.6418303944092045,0.14505627567927534,0.9904849160250154
0.04921072391320754,0.010020568310955907,0.07139482215831011,0.29242839343273996,0.12139177253859537,0.70757160656726,0.12139177253859537,0.9935178181609758,0.018093924803643885,0.007002621049258162,0.7075716065340526,0.12139177253797499,0.9935178181238179
0.07121131757117255,0.01620431019736089,0.1105804339277589,0.32230168287681626,0.14322702048379862,0.6776983171231837,0.14322702048379862,0.9944188890228193,0.03066197991007112,0.014617672742304917,0.6776983171004951,0.14322702048314398,0.9944188889956899
0.052799574554576,0.012449191696488483,0.08236490068354453,0.29442517872029306,0.12585593825607677,0.7055748212797068,0.12585593825607677,0.9754846380599249,0.019648587426342567,0.009191238994762636,0.7055748212499795,0.12585593825549526,0.9754846380261303
0.06697513536767898,0.01559755666178193,0.09886874192266029,0.3209308911882693,0.1394966672739533,0.6790691088117308,0.13949666727395332,0.9847000562425867,0.02612922034166843,0.011401375688694716,0.679069108787371,0.13949666727331864,0.984700056213882
0.07872662859935006,0.019807828001014792,0.12818068147539347,0.33617771860808765,0.1425433230248231,0.6638222813919123,0.1425433230248231,0.9748788721390135,0.03416983165553429,0.012559029959748202,0.6638222813724483,0.14254332302409992,0.9748788721145785
0.04960022527226106,0.011498465647112452,0.07485265881440671,0.305718640522104,0.13574788606418495,0.694281359477896,0.13574788606418495,0.9912539227597009,0.017677614158727206,0.007151713048242065,0.694281359442487,0.135747886063571,0.9912539227200823
0.06894225247268133,0.01731136021223523,0.11406524238486465,0.30920617826066077,0.1261675060912771,0.6907938217393392,0.1261675060912771,0.9950041696447766,0.02986815900908623,0.012332476192533803,0.6907938217166505,0.1261675060905628,0.9950041696176439
0.07621522238094255,0.0190043060234087,0.11520455760111506,0.3384156774871411,0.13296347846194434,0.6615843225128589,0.1329634784619443,0.9911801853416444,0.035468952658867625,0.013136841719724051,0.6615843224921971,0.13296347846116108,0.9911801853162431
0.04253080068039447,0.01038828944742691,0.0651571877179503,0.30442849032800073,0.13765945244169445,0.6955715096719992,0.13765945244169445,0.9681217140815392,0.01783306641664261,0.00816393334207591,0.6955715096375308,0.13765945244115332,0.968121714042971
0.06668651842287192,0.016810246085679232,0.1080071989678322,0.32605152773763296,0.14164926114060666,0.673948472262367,0.14164926114060666,0.9642510890051139,0.026432572309307196,0.012436215961123083,0.6739484722378408,0.14164926114001256,0.9642510889762393
0.08337960230207893,0.022153299867350193,0.14268356747279967,0.3354474697697152,0.14104923658631824,0.6645525302302848,0.14104923658631824,0.9717834540618001,0.034099731072464896,0.015481808539356124,0.6645525302106667,0.14104923658564034,0.9717834540375134
0.06865887562137013,0.015444764501810657,0.1099773802937795,0.33855984859061555,0.13787325388764213,0.6614401514093844,0.13787325388764213,0.9889003383330699,0.03119835682058783,0.01289844468729271,0.6614401513868569,0.1378732538869198,0.98890033830598
0.053307077526497465,0.012471364625645609,0.08423423977920329,0.3268228300961181,0.1527711606002623,0.6731771699038819,0.15277116060026233,0.9802482427318143,0.022891165300681963,0.012344705068158369,0.6731771698752782,0.1527711605997135,0.9802482426991149
0.05536225806437582,0.014006824396239423,0.08550412208188164,0.3101661601983848,0.1499409660106548,0.6898338398016153,0.1499409660106548,0.9878996391153685,0.02246028883705977,0.01214900145890358,0.6898338397734938,0.1499409660101065,0.98789963908311
0.07247031374839916,0.018344585521900617,0.11835095288660938,0.32508222778141693,0.13832007804559357,0.6749177722185831,0.13832007804559357,0.995645970715236,0.03076714162018973,0.013678720948205927,0.6749177721962316,0.138320078044904,0.9956459706884238
0.06630334892686948,0.01759211645646733,0.11417279439491905,0.315961403330746,0.13984012800845305,0.6840385966692539,0.13984012800845308,0.9973746021194959,0.02807425895777183,0.013742855810777098,0.6840385966453946,0.13984012800780282,0.9973746020912834
0.06855028994512209,0.01717320998016851,0.11546873351229243,0.32797644963016703,0.12183145572604967,0.672023550369833,0.12183145572604968,0.9758414974624497,0.029779722582195984,0.012263625559818532,0.6720235503467582,0.12183145572518987,0.9758414974342035
0.07056574502330601,0.01740654137177401,0.1116555207469991,0.31121365825460734,0.13082398899176056,0.6887863417453927,0.13082398899176056,0.9739046019672435,0.02812516441518001,0.011892158954133836,0.6887863417235478,0.13082398899110598,0.9739046019408931
0.0465450219830698,0.01092735711636449,0.0700430253690708,0.3087891839342176,0.13924359590563132,0.6912108160657824,0.13924359590563132,0.9935100338429029,0.01896393407439199,0.009460981050027083,0.6912108160316388,0.1392435959050665,0.9935100338048568
0.07157980815176278,0.019459181936677197,0.12684646827540336,0.3393949636634742,0.1384714389737463,0.6606050363365259,0.1384714389737463,0.9966501227953904,0.03594488846993288,0.015877164806651804,0.6606050363151916,0.13847143897301412,0.9966501227695306
0.061169667676730335,0.01449873945692994,0.09098503140304673,0.3301221154646018,0.1396164085934207,0.6698778845353982,0.13961640859342067,0.9941778388678496,0.02821503931151288,0.011089654245686562,0.6698778845108737,0.13961640859275135,0.9941778388390025
0.05581297223235407,0.014167480573130178,0.09227782454275502,0.30386090783069797,0.1305376278462709,0.696139092169302,0.1305376278462709,0.9795059309909236,0.020575909877130323,0.0076124135640129945,0.6961390921408575,0.13053762784567322,0.9795059309583495
0.07005827647132917,0.018913552606221275,0.11886004048950738,0.3214322726408608,0.1425242146027695,0.6785677273591392,0.1425242146027695,0.9875216431497232,0.030595196409206195,0.015240379125933356,0.6785677273374244,0.1425242146027698,0.9875216431280107
0.08100381249328098,0.020716003798068684,0.13622496853607488,0.32924745203118916,0.13751952132834866,0.6707525479688108,0.13751952132834866,0.994432577895206,0.03715613257096239,0.016550998858715405,0.6707525479493659,0.13751952132761397,0.9944325778710791
0.10197041767705216,0.030656010907644134,0.1824444219610182,0.3703062528251448,0.1633009117705613,0.6296937471748552,0.1633009117705613,0.9799954473155612,0.051112590715419876,0.027563105717892625,0.6296937471591237,0.1633009117698262,0.9799954472946893
0.07079109969257669,0.016671696599042395,0.10652998777799483,0.33068538989535395,0.1429748057314649,0.6693146101046461,0.1429748057314649,0.9930335449585318,0.03213126873539943,0.014902300202108865,0.6693146100829717,0.1429748057307855,0.9930335449323567
0.07833241304188318,0.02175939461598507,0.13656013185909613,0.3125547147277251,0.13381089912150024,0.6874452852722749,0.13381089912150024,0.9930849575578516,0.03456900302021672,0.01704471676340471,0.6874452852526558,0.1338108991207874,0.9930849575335511
0.08895678092122479,0.0215956364860446,0.1341022385524841,0.36751432084603386,0.15816480782393524,0.6324856791539661,0.15816480782393524,0.964319986895788,0.04426202550999588,0.02068711400422129,0.6324856791369815,0.15816480782324632,0.9643199868738779
0.069102261570159,0.017536453293368493,0.11182173397561977,0.32149353752104143,0.11887505949009954,0.6785064624789586,0.11887505949009952,0.9835642395571015,0.029879361551158848,0.010369640059085743,0.6785064624548747,0.11887505948920764,0.9835642395278045
0.0618680942971476,0.015977961795629273,0.10021646674827109,0.31083025043419377,0.123489608512706,0.6891697495658062,0.123489608512706,0.9936914468180525,0.025039621742467696,0.009007927158866285,0.6891697495396312,0.12348960851200051,0.993691446787586
0.06039995131659682,0.01410999454466767,0.08855547350564262,0.343454999712254,0.14790713877361486,0.6565450002877461,0.14790713877361486,0.9787965659523611,0.02767589690833512,0.012189305101778047,0.6565450002628893,0.1479071387729874,0.9787965659231843
0.07545018618661954,0.019937310929988735,0.1252934879941747,0.3302733625489587,0.14820308028032889,0.6697266374510413,0.14820308028032889,0.9943346835378967,0.03762438730385839,0.02150276998773871,0.6697266374303861,0.1482030802796518,0.9943346835126045
0.0703722123980336,0.01666250654606371,0.10476307644772365,0.34286416852854673,0.152312453377166,0.6571358314714533,0.152312453377166,0.9836280978274523,0.0313133147372556,0.014284560931827098,0.6571358314491013,0.15231245337652746,0.9836280978006322
0.04889075910451605,0.011585178248564119,0.07660728362320116,0.30085157779017013,0.12762267727553955,0.6991484222098299,0.12762267727553953,0.9889940271277158,0.020511450590427333,0.01025682591271222,0.6991484221785108,0.12762267727493004,0.988994027092371
0.05176933046363642,0.011927930281708946,0.08170609358944682,0.31261056263509335,0.12735775527037146,0.6873894373649067,0.12735775527037146,0.9888381733619971,0.021317669663099822,0.008742362965864387,0.687389437334382,0.12735775526973414,0.9888381733274334
0.053658736245172506,0.013705958934608823,0.08835709994732621,0.3252067151375625,0.13573955373205826,0.6747932848624374,0.13573955373205826,0.9920508683245656,0.023692038543963963,0.009922024896193283,0.6747932848331871,0.13573955373141453,0.9920508682911839
0.08007470132041739,0.02276355275618112,0.13602083345388102,0.35530323071281844,0.15482295053736808,0.6446967692871816,0.15482295053736805,0.9803252547536723,0.040128210533374176,0.018963082351761182,0.644696769268607,0.15482295053667836,0.9803252547303252
0.07269884455739924,0.017968780659325816,0.11951650530787478,0.33273523476636124,0.13849823989041773,0.6672647652336388,0.13849823989041773,0.9895202642754066,0.03101641072696294,0.01313826431601973,0.6672647652111181,0.13849823988972626,0.9895202642484283
