,value
tau_Katashi_max,7.0
tau_Katashi_mean,1.7209302325581395
eta_Katashi,0.480250930894203
Xi_Katashi,0.32207207207207206
nu_s,5.129277983571076
phi_integral,68.15582352000747
phi_max,0.6803187844579499
phi_star,0.3813953673969425
frac_Katashi,0.11544461778471139
frac_Nagare,0.35725429017160687
frac_Utsuroi,0.5273010920436817
PR,0.8960750492665371
