date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c,sps
2021-02-04,0.3945517215703551,0.0,20.0,0.0,0.0,0,0.0,0.021266641146745865,0.0,1e-06,1.0,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-05,0.3901660451349892,1.0,0.9523809523809523,0.6901264896714464,0.5388435853670536,2,0.31825625762010534,0.44659946408121665,0.6666666666666666,1e-06,0.22049166459401104,Utsuroi,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-08,0.37588901781448375,0.0,20.0,3.8764658149324316e-11,0.9999999999602354,1,1.5414625220730106e-21,0.021266641146745865,0.3333333333333333,1e-06,0.5009809790450126,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-09,0.36283809358343516,1.0,0.9523809523809523,4.0979664105663434e-11,0.9999999999580204,1,1.720311627814092e-21,0.44659946408121665,0.3333333333333333,1e-06,0.5343547295628976,Utsuroi,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-10,0.36450040642587234,1.0,0.9523809523809523,1.581357267341003e-11,0.9999999999831864,1,2.65882303549429e-22,0.44659946408121665,0.3333333333333333,1e-06,1.0,Utsuroi,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-11,0.3641467228423751,0.0,20.0,0.6573470590918318,0.6329865055194855,2,0.24125524124378242,0.021266641146745865,0.6666666666666666,1e-06,0.17901958503661874,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-12,0.36109325457151553,0.0,20.0,0.9108429865957379,0.6127387450830171,3,0.35273419802139816,0.021266641146745865,1.0,1e-06,0.17958922817569434,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-16,0.362189673680357,0.0,20.0,1.0918027816621203,0.36599457126622625,3,0.6922088906804194,0.021266641146745865,1.0,1e-06,0.2805488150617138,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-17,0.3439985480358151,-0.5,1.8181818181818181,0.6902261713814672,0.5381979316900318,2,0.3187478735456321,0.23393305261408756,0.6666666666666666,1e-06,0.42166664931564024,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-18,0.34686338506214287,-0.5,1.8181818181818181,0.9282017158378588,0.6109707588167799,3,0.3610976091773651,0.23393305261408756,1.0,1e-06,0.10021189057444158,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-19,0.31228492004889524,0.0,20.0,1.0415374036439233,0.4874623458499968,3,0.5338271375731415,0.021266641146745865,1.0,1e-06,0.3315583725307564,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-22,0.3188870136075106,-1.0,0.9523809523809523,0.6532233168318096,0.6403382720360875,2,0.23493942687804692,0.44659946408121665,0.6666666666666666,1e-06,0.8606097246788222,Utsuroi,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-23,0.3061190362432598,-1.0,0.9523809523809523,1.0054418573684172,0.43869187864670567,3,0.5643626800894331,0.44659946408121665,1.0,1e-06,0.10550137901817291,Utsuroi,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-24,0.31458386334162736,0.0,20.0,0.6787250119326116,0.5847133435843948,2,0.281865440831136,0.021266641146745865,0.6666666666666666,1e-06,0.9048733489458564,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-25,0.3829037422205125,0.0,20.0,0.6605040138165277,0.6270558890322114,2,0.24633108222346084,0.021266641146745865,0.6666666666666666,1e-06,0.5909896323337145,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-02-26,0.38668815656393296,0.0,20.0,1.025568901915457,0.4266531815078215,3,0.5880066670577444,0.021266641146745865,1.0,1e-06,0.15332335478161174,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
2021-03-01,0.38758415497545934,-0.5,1.8181818181818181,1.3220420049374353,0.39033391008319557,4,0.8060041798559789,0.23393305261408756,1.3333333333333333,1e-06,0.4404797139319505,Nagare,0.6117812297538668,0.8719322870148366,3.0,0
