t,Xi,eta,entropy,dominance,_degenerate,Oh,phi
2026-01-10,8.509762629599027,4.791385978752331,1.5509947121926326,0.4709751588218521,False,0.9631385110532684,0.0
2026-01-11,8.761700953326121,4.819011934764811,1.5108487734047915,0.4982184595733209,False,0.991652996421846,0.0
2026-01-12,8.60372042760105,4.79441348579207,1.5621722402773102,0.4807791476627488,False,0.9737726941214014,0.0
2026-01-13,9.07528135933506,4.854517557530368,1.4559169387496775,0.5230994869850375,False,1.0271441585711196,0.00217153268568957
2026-01-14,8.593752115876477,4.801589256484403,1.5308441446131649,0.4769613063706994,False,0.9726444764107538,0.002106386705118883
2026-01-15,8.607693837190965,4.8094194300400845,1.4983920535318842,0.4739729651723342,False,0.9742224062888035,0.0020431951039653166
2026-01-16,9.036126946241392,4.859655056097404,1.4131742118951776,0.508661459533244,False,1.0227126456406612,0.003798910902099255
2026-01-17,9.401260616901036,4.894896756370537,1.3612078830883294,0.5420192934294982,False,1.06403862795083,0.008808033811102681
2026-01-18,9.552592656972637,4.9113088492494485,1.3265157407012786,0.55374093973424,False,1.0811664518506705,0.015037108944823241
2026-01-19,9.547601285985232,4.906374497747733,1.3544277328342988,0.5562631552112802,False,1.0806015263844533,0.021034117787234803
2026-01-20,9.492001034111787,4.898557112757347,1.3787111511341261,0.5552683985995073,False,1.0743086665087485,0.026347787574317636
2026-01-21,9.658056206538454,4.914696466331801,1.3541424272449856,0.5718223445568786,False,1.0931028607166366,0.03300558280441904
2026-01-22,9.867493201208983,4.936024711609873,1.3187707886000208,0.5860063863443847,False,1.1168070277993734,0.04135997754423633
2026-01-23,9.174643162579356,4.872462907861023,1.4208843203555008,0.5290153193685126,False,1.038389969223865,0.04319037575581843
2026-01-24,9.164779947779879,4.862202253748767,1.4569075346593185,0.5345415430212005,False,1.037273646427372,0.044876556197333634
2026-01-25,8.955319608232477,4.841248603181298,1.4849258778904262,0.5163072247779975,False,1.0135668371616589,0.04461560648434633
2026-01-26,8.585733980824262,4.802220257453625,1.5469878756194353,0.4785530696214234,False,0.9717369805155389,0.043277138289815935
2026-01-27,8.55114803916148,4.796412341025237,1.560042560888063,0.4783166673705373,False,0.9678225291017472,0.04197882414112145
2026-01-28,8.653175632660638,4.814572350937734,1.5184978729825906,0.4806515097690101,False,0.9793700550159636,0.04071945941688781
2026-01-29,8.804612769079428,4.833068880805937,1.4946109533544893,0.49465299212838343,False,0.9965097737645507,0.039497875634381174
2026-01-30,9.126986420356276,4.862438446258582,1.4495376320396036,0.5199769633559747,False,1.0329961591090289,0.04095263209407205
2026-01-31,8.611174789555982,4.820166899972422,1.4984927295445432,0.46420320807907783,False,0.974616381940513,0.03972405313124989
2026-02-01,8.44869930071862,4.803506395196148,1.5198700277146004,0.4444621486343669,False,0.9562273378257958,0.03853233153731239
2026-02-02,8.398313482016935,4.795874517267909,1.5340143073788721,0.437523265600591,False,0.950524649688086,0.03737636159119302
2026-02-03,8.538762043808916,4.805419492048539,1.5327935446644587,0.45165796489656684,False,0.9664206769419361,0.036255070743457234
2026-02-04,8.786152168470556,4.833305402294114,1.4835786224331302,0.4765111642786974,False,0.9944203952286872,0.035167418621153516
2026-02-05,9.195175907269672,4.865189974300016,1.4483552301882754,0.5191971229568798,False,1.0407138738977841,0.03736950597434164
2026-02-06,9.287988947031947,4.867770853810842,1.4629403738514104,0.534999165557468,False,1.051218492747203,0.04034590021488763
2026-02-07,8.806412546928868,4.813684452876683,1.554066030138309,0.5003713370407706,False,0.9967134733779932,0.039135523208441
2026-02-08,8.48086032045541,4.773814530165266,1.5986919334199632,0.4643780913246266,False,0.9598673355568144,0.03796145751218777
2026-02-09,7.915792698967143,4.724279581856258,1.6500313062491383,0.39871668192234855,False,0.8959127446600451,0.03682261378682213
2026-02-10,7.906652382857947,4.711822080560499,1.6757854182680725,0.40437249356315436,False,0.8948782398411508,0.03571793537321747
2026-02-11,8.297659700499226,4.7480095424904745,1.6323052767841713,0.4500236950731471,False,0.93913261239134,0.034646397312020946
2026-02-12,8.621419875023209,4.788140960778181,1.5833076157975077,0.4808596163877765,False,0.9757759250196817,0.033607005392660316
2026-02-13,8.051567820262695,4.732270486454794,1.6334315430879296,0.4168331207004944,False,0.9112798299542723,0.03259879523088051
2026-02-14,8.311651179565885,4.760026715724003,1.596600837331441,0.44454563688333276,False,0.9407161738726936,0.03162083137395409
2026-02-15,8.406273407781,4.780052841161919,1.5633192890404988,0.4571577089490593,False,0.951425557431603,0.03067220643273547
2026-02-16,8.306581354859023,4.769958141315543,1.579515494936356,0.4459217757734052,False,0.9401423689815344,0.029752040239753405
2026-02-17,8.452891704883257,4.8012352159227225,1.5015080716319071,0.44575626977665916,False,0.956701835891208,0.0288594790325608
2026-02-18,8.664299729888143,4.82968099362942,1.4448954107139325,0.4663215068263958,False,0.9806290850156072,0.027993694661583978
2026-02-19,8.515284836774663,4.813770438862608,1.4725276656215707,0.4444246673766679,False,0.9637635167823789,0.027153883821736457
2026-02-20,8.856986531781716,4.858923857650828,1.372245604963045,0.47245567897850216,False,1.0024374582397775,0.02653426396626656
2026-02-21,8.678392248530216,4.8406336853459795,1.4147687311886021,0.4535885638483002,False,0.9822240821985728,0.02573823604727856
2026-02-22,8.286213552439229,4.781954726285163,1.538412368595367,0.4222255572772498,False,0.9378371325431177,0.0249660889658602
2026-02-23,8.267948475100656,4.77685668983849,1.5500098049222488,0.42987661143240724,False,0.9357698834131647,0.024217106296884394
2026-02-24,8.698048576145167,4.812985177201739,1.529721686742063,0.48527277133691804,False,0.9844487936195461,0.023490593107977863
2026-02-25,8.536693255637884,4.796137511838499,1.5484441220074499,0.45450885808664737,False,0.9661865306272315,0.022785875314738527
2026-02-26,8.761788588435067,4.819200618823026,1.5077831037748042,0.4780104942717435,False,0.9916629150003093,0.02210229905529637
2026-02-27,9.212837537251799,4.853637892890586,1.492404154880207,0.5319507266731488,False,1.0427128246023072,0.024856256051822054
2026-02-28,8.288572108073316,4.753720325364684,1.6138566707000974,0.43766973322427216,False,0.9381040748610796,0.024110568370267392
2026-03-01,8.73235013692144,4.807454621713302,1.524216590320996,0.4815024999754181,False,0.9883310586850781,0.02338725131915937
2026-03-02,8.69017084845142,4.799431045655982,1.54322359176791,0.4805780789717304,False,0.9835571890881754,0.022685633779584588
2026-03-03,8.594121479504016,4.786394732271836,1.5746290384481973,0.4779688284704553,False,0.9726862811413615,0.02200506476619705
2026-03-04,8.830648826147119,4.812866474266672,1.5282645726277044,0.4980856434583767,False,0.9994565456463718,0.02134491282321114
2026-03-05,8.24647477356202,4.755882201089457,1.60648329808796,0.44289936774103794,False,0.9333394808476705,0.020704565438514805
2026-03-06,8.314258202186815,4.769354590369275,1.5771499821093566,0.4547466839447702,False,0.9410112377886566,0.02008342847535936
2026-03-07,8.43749897436678,4.787548757958914,1.5214215190899512,0.4605990855330189,False,0.9549596801818212,0.01948092562109858
2026-03-08,8.249391078906317,4.759970200564579,1.566953997536479,0.44271113287430136,False,0.933669549512255,0.01889649785246562
2026-03-09,8.620732924406175,4.796505011327671,1.5484929075119518,0.4830570796697061,False,0.9756981756601218,0.01832960291689165
2026-03-10,8.841319190669688,4.820500504494177,1.5161729461885738,0.5021882537902524,False,1.000664221987768,0.017832852588406334
2026-03-11,8.771401652444327,4.810253621473041,1.5372510583455141,0.4958850624554001,False,0.9927509256252279,0.017297867010754142
2026-03-12,8.626168407705205,4.791506074707618,1.5633787070823848,0.48303065829201636,False,0.9763133659444282,0.016778931000431516
2026-03-13,8.502086729870262,4.7765254299000235,1.571756821520161,0.4662379264043246,False,0.9622697494958024,0.01627556307041857
2026-03-14,8.209225241841338,4.737145025907492,1.6359314595410592,0.43967744305346473,False,0.9291235631916243,0.01578729617830601
2026-03-15,8.74066869891642,4.805339909415295,1.5352951451572743,0.48460811205116483,False,0.9892725570279439,0.01531367729295683
2026-03-16,7.964898228138859,4.723510551837617,1.6360625787386283,0.4035930780052542,False,0.9014705290906501,0.014854266974168124
2026-03-17,8.96764786675359,4.831787808788944,1.5124010529292367,0.5084110311530106,False,1.0149621546426193,0.015605611336352623
2026-03-18,8.91708659084492,4.8243150720333965,1.522715596672262,0.5039103710484597,False,1.0092396081844788,0.015876611651020348
2026-03-19,8.806085463238745,4.811640972792244,1.5382241002563646,0.4950755665868323,False,0.9966764539084725,0.015400313301489736
2026-03-20,8.534932916479802,4.797326407688868,1.5185888917708372,0.46226448395584296,False,0.965987294701453,0.014938303902445044
2026-03-21,8.529143553299237,4.793613928818737,1.5246147829327918,0.46217304390513964,False,0.9653320521434194,0.014490154785371693
2026-03-22,8.96507366101315,4.841760928781255,1.4484617238737458,0.49832775486673275,False,1.0146708049549833,0.015229114538209205
2026-03-23,9.281888041131255,4.867287149084498,1.4307088699393786,0.533001055343049,False,1.0505279896531647,0.018814480274316106
2026-03-24,9.465329050459832,4.883228960623788,1.4369057993255567,0.550661521802816,False,1.0712899201888417,0.02395323948119396
