,value
tau_Katashi_max,5.0
tau_Katashi_mean,1.565217391304348
eta_Katashi,0.32786885245901637
Xi_Katashi,0.4351851851851851
nu_s,2.1331226545526367
phi_integral,0.0010190000000000002
phi_max,1e-06
phi_star,0.0
frac_Katashi,0.03532875368007851
frac_Nagare,0.0
frac_Utsuroi,0.9646712463199215
PR,
