,value
tau_Katashi_max,23.0
tau_Katashi_mean,4.870967741935484
eta_Katashi,0.4878048780487805
Xi_Katashi,0.0
nu_s,11219512195121.951
phi_integral,0.001061
phi_max,1e-06
phi_star,0.0
frac_Katashi,0.5692742695570217
frac_Nagare,0.0
frac_Utsuroi,0.43072573044297835
