date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c
1996-04-18,0.3915175095905684,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,1.0,Katashi,1e-06,0.9803921568627452,1.0
1996-04-19,0.3723179509241478,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.5021520803448352,0.0,1e-06,0.8733801320207135,Utsuroi,1e-06,0.9803921568627452,1.0
1996-04-22,0.372832968828203,1.0,0.9523809523809523,0.0,0.0,0,0.0,0.5021520803448352,0.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0
1996-04-23,0.3842631534359865,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,0.3545419636510361,Katashi,1e-06,0.9803921568627452,1.0
1996-04-24,0.38394062691194275,0.5,1.8181818181818181,2.131927967472092e-11,0.9999999999776807,1,4.758304939098507e-22,0.2630320420855213,1.0,1e-06,0.25823961948075047,Utsuroi,1e-06,0.9803921568627452,1.0
1996-04-25,0.4013544211317723,0.5,1.8181818181818181,5.841516159500527e-11,0.9999999999405849,1,3.470744973624806e-21,0.2630320420855213,1.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0
1996-04-26,0.40355108305596943,0.5,1.8181818181818181,2.0498824859540904e-11,0.9999999999785012,1,4.407001920171337e-22,0.2630320420855213,1.0,1e-06,1.0,Utsuroi,1e-06,0.9803921568627452,1.0
1996-04-29,0.448048533600251,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,0.6980230814031076,Katashi,1e-06,0.9803921568627452,1.0
1996-04-30,0.44671464672499733,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,1.0,Katashi,1e-06,0.9803921568627452,1.0
1996-05-01,0.49079026197693276,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,1.0,Katashi,1e-06,0.9803921568627452,1.0
1996-05-02,0.5488820783192486,2.0,0.48780487804878053,0.0,0.0,0,0.0,0.9803921568627452,0.0,1e-06,1.0,Katashi,1e-06,0.9803921568627452,1.0
