,value
tau_Katashi_max,68.0
tau_Katashi_mean,4.268656716417911
eta_Katashi,0.5173281278180359
Xi_Katashi,0.2770979020979021
nu_s,126.9526489560739
phi_integral,413.63433544861573
phi_max,3.847342022776981
phi_star,0.9768392172895332
frac_Katashi,0.5807106598984771
frac_Nagare,0.2568527918781726
frac_Utsuroi,0.16243654822335024
