t,Xi,eta,entropy,dominance,_degenerate,Oh,phi
2026-01-10,8.189160690573335,4.735301195423965,1.6552216880929633,0.4399339396029864,False,1.0179711714297115,0.0014376937143769197
2026-01-11,8.303007984980434,4.743238500702901,1.6734601623053742,0.4603926785734875,False,1.0321232033693344,0.003964419172492363
2026-01-12,8.198932027927459,4.7291284922214025,1.6963496012026182,0.4505083801105658,False,1.0191858184623752,0.005380352074307608
2026-01-13,8.039780959164904,4.713218113392127,1.7052825281528856,0.4362386368251285,False,0.99940220375214,0.00521894151207838
2026-01-14,7.992044990461607,4.706139121139426,1.703922182298542,0.42419375258194914,False,0.9934682818502086,0.005062373266716029
2026-01-15,7.946211734813979,4.70716193887004,1.6959635861903897,0.41532811037540096,False,0.987770880772738,0.004910502068714548
2026-01-16,7.792357622748155,4.689647933574857,1.7101999651075812,0.4001592828872472,False,0.968645715617631,0.0047631870066531115
2026-01-17,7.9035921510372065,4.710026569056965,1.6713670512884031,0.41061212189170876,False,0.9824729620650211,0.004620291396453518
2026-01-18,8.454230259371379,4.772503267428956,1.5854269733289506,0.45953929443105057,False,1.0509212123014606,0.008555379638676763
2026-01-19,8.44467668870419,4.763992655648252,1.6144910158597547,0.46124090496839343,False,1.0497336352235545,0.012277409067400815
2026-01-20,8.482430286205316,4.768648419377831,1.6033809676809399,0.4656462780203149,False,1.0544266770780326,0.0162632209616214
2026-01-21,8.767054989805972,4.799642018343508,1.5722617175563158,0.49511111198117336,False,1.0898075608938451,0.022959929204280367
2026-01-22,8.85361294364972,4.813584167744073,1.5436863066712774,0.5023138425637771,False,1.1005673328656307,0.030316517957402412
2026-01-23,8.867509781154968,4.810209298559917,1.5721339893895223,0.504645666463176,False,1.1022948090367444,0.03759060714161989
2026-01-24,9.430746718768477,4.873155109947717,1.4933720598255835,0.5564318890239797,False,1.1723091837497608,0.050247623627352155
2026-01-25,8.850596764177702,4.811231414953111,1.5797396766958243,0.509513168861341,False,1.1001924002117989,0.0567555869354755
2026-01-26,8.43786452786802,4.772083295530312,1.603357039609595,0.4634968817070399,False,1.0488868349703435,0.05896386612503872
2026-01-27,8.247243708512338,4.7520075713873755,1.6277226935490634,0.440734154797836,False,1.025191305463667,0.059210254578380916
2026-01-28,7.766984431427678,4.703202799379365,1.680248438316198,0.38591982613458636,False,0.9654916466883025,0.05743394694102949
2026-01-29,7.619692065520562,4.673142424895906,1.7329694563912117,0.3716221511582777,False,0.947182153453212,0.055710928532798604
2026-01-30,7.667301284736507,4.690504427956496,1.7036469570927375,0.3713678312112275,False,0.9531003194884564,0.054039600676814646
2026-01-31,7.280311860416806,4.63374628099319,1.783415321660521,0.32790359646088274,False,0.9049947696658585,0.052418412656510205
2026-02-01,7.256090779795576,4.629563469764033,1.7779702700667182,0.3306246700585508,False,0.901983916326313,0.0508458602768149
2026-02-02,7.151342950650802,4.6149565514240045,1.7986440556517536,0.31809936901242164,False,0.8889630129189628,0.04932048446851045
2026-02-03,6.961175944353529,4.610340670409722,1.799341970031965,0.284331804802106,False,0.8653238956171672,0.04784086993445513
2026-02-04,7.047712828036073,4.6171375081062696,1.7862430777334624,0.2928310799634648,False,0.8760810484174049,0.04640564383642148
2026-02-05,7.18937383583811,4.638505790624021,1.7843315583850448,0.3120544756679348,False,0.893690523613581,0.04501347452132883
2026-02-06,7.127682854932344,4.6251968299933495,1.8069813708022835,0.3011998416632928,False,0.8860218940101127,0.043663070285688964
2026-02-07,7.201806808046141,4.625130598312255,1.8141865935012849,0.3146816726907606,False,0.8952360308714288,0.04235317817711829
2026-02-08,7.713608197018277,4.692594479046319,1.6833209828591202,0.3762027887075311,False,0.95885659946902,0.04108258283180474
2026-02-09,7.967631786186326,4.715790705461554,1.6686114225605184,0.41163163675575865,False,0.9904335461680687,0.0398501053468506
