,value
tau_Katashi_max,13.0
tau_Katashi_mean,2.1842105263157894
eta_Katashi,0.3499973588937833
Xi_Katashi,0.1927710843373494
nu_s,6.567776526024213
phi_integral,50.95052890190685
phi_max,0.4805317077836826
phi_star,0.2414410214291064
frac_Katashi,0.07477477477477477
frac_Nagare,0.327027027027027
frac_Utsuroi,0.5981981981981982
PR,0.9773102019021368
