,value
tau_Katashi_max,38.0
tau_Katashi_mean,3.5819209039548023
eta_Katashi,0.33139098116376076
Xi_Katashi,0.1861198738170347
nu_s,67.65992811995277
phi_integral,104.92860492908076
phi_max,0.9053355049974319
phi_star,0.26116684655200517
frac_Katashi,0.5007898894154819
frac_Nagare,0.3791469194312796
frac_Utsuroi,0.12006319115323855
