,value
tau_Katashi_max,11.0
tau_Katashi_mean,3.142857142857143
eta_Katashi,0.19801980198019803
Xi_Katashi,0.22727272727272727
nu_s,9.584158415799415
phi_integral,0.0009830000000000004
phi_max,1e-06
phi_star,0.0
frac_Katashi,0.044760935910478125
frac_Nagare,0.0
frac_Utsuroi,0.9552390640895219
