,value
tau_Katashi_max,409.0
tau_Katashi_mean,8.818181818181818
eta_Katashi,1.159640963322795
Xi_Katashi,0.2852233676975945
nu_s,766.7739322984208
phi_integral,16.097090253144806
phi_max,0.4756378422153396
phi_star,0.2433630020569619
frac_Katashi,0.3194993412384717
frac_Nagare,0.0
frac_Utsuroi,0.6805006587615283
PR,0.0010114127146977356
