,value
tau_Katashi_max,58.0
tau_Katashi_mean,3.72
eta_Katashi,2.035746111995599
Xi_Katashi,0.5340501792114695
nu_s,136.1257999351768
phi_integral,19.571589608590564
phi_max,0.6893829016255835
phi_star,0.4639733682909671
frac_Katashi,0.09029126213592233
frac_Nagare,0.0
frac_Utsuroi,0.9097087378640777
PR,0.000524538672855218
