,value
tau_Katashi_max,271.0
tau_Katashi_mean,22.0
eta_Katashi,4.645132468696033
Xi_Katashi,0.9195804195804196
nu_s,886.7626530018591
phi_integral,2.6907480067114737
phi_max,0.08072099571463366
phi_star,0.0759503848678988
frac_Katashi,0.2806673209028459
frac_Nagare,0.0
frac_Utsuroi,0.719332679097154
PR,0.00913230847482231
