,value
tau_Katashi_max,648.0
tau_Katashi_mean,29.391304347826086
eta_Katashi,1.8104956706792281
Xi_Katashi,0.37286212207181885
nu_s,1813.75728543632
phi_integral,24.144572202611357
phi_max,0.45518605173935023
phi_star,0.24161596380172792
frac_Katashi,0.5464834276475343
frac_Nagare,0.0
frac_Utsuroi,0.4535165723524656
PR,0.00019222142668367932
