,value
tau_Katashi_max,7.0
tau_Katashi_mean,1.7590361445783131
eta_Katashi,0.4808025755585491
Xi_Katashi,0.33333333333333337
nu_s,5.048427043364765
phi_integral,63.73360980446296
phi_max,0.6803121229182805
phi_star,0.3813916328530378
frac_Katashi,0.11388455538221529
frac_Nagare,0.3619344773790952
frac_Utsuroi,0.5241809672386896
PR,0.8117238145215914
