,value
tau_Katashi_max,520.0
tau_Katashi_mean,89.16666666666667
eta_Katashi,0.5621179117478252
Xi_Katashi,0.2897196261682243
nu_s,226.63942470760142
phi_integral,14.753640295998315
phi_max,0.2716481811606609
phi_star,0.21948707019381056
frac_Katashi,0.7318741450068399
frac_Nagare,0.0
frac_Utsuroi,0.26812585499316005
PR,0.7939079018365736
